,type,startTime,endTime,latitude,longitude,description
1331,Moving,2024-08-12 23:48:00+00:00,,37.545602,-118.639465,
1332,Moving,2024-08-12 23:48:00+00:00,,37.55389,-118.645929,
1333,Moving,2024-08-12 23:52:00+00:00,,37.572036,-118.699103,
1334,Moving,2024-08-12 23:55:00+00:00,,37.578936,-118.762283,
1335,Moving,2024-08-12 23:57:00+00:00,,37.595423,-118.795769,
1336,Moving,2024-08-12 23:59:00+00:00,,37.613028,-118.809898,
1337,Visit,2024-08-12 22:11:47+00:00,2024-08-12 22:24:37+00:00,37.613028,-118.809898,ChIJEwMm_UyEv4AR-fDaX6-TtQw
1338,Visit,2024-08-12 22:39:23+00:00,2024-08-12 22:44:28+00:00,37.613028,-118.809898,ChIJZZw_e5a9v4ARO5bn0h0Nbgs
1339,Moving,2024-08-13 00:04:00+00:00,,37.638935,-118.909915,
1340,Moving,2024-08-13 00:05:00+00:00,,37.641541,-118.915695,
1341,Moving,2024-08-13 00:06:00+00:00,,37.639972,-118.934953,
1342,Moving,2024-08-13 00:07:00+00:00,,37.643284,-118.944991,
1343,Moving,2024-08-13 00:08:00+00:00,,37.640603,-118.948269,
1344,Moving,2024-08-13 00:10:00+00:00,,37.640116,-118.966492,
1345,Moving,2024-08-13 00:11:00+00:00,,37.637987,-118.966922,
1346,Moving,2024-08-13 00:12:00+00:00,,37.637543,-118.967087,
1347,Moving,2024-08-13 00:20:00+00:00,,37.639193,-118.965988,
1348,Moving,2024-08-13 00:22:00+00:00,,37.638881,-118.966846,
1349,Moving,2024-08-13 01:03:00+00:00,,37.6379,-118.967122,
1350,Moving,2024-08-13 01:09:00+00:00,,37.63911,-118.965983,
1351,Moving,2024-08-13 01:13:00+00:00,,37.646653,-118.96587,
1352,Moving,2024-08-13 01:14:00+00:00,,37.647145,-118.960098,
1353,Moving,2024-08-13 01:15:00+00:00,,37.647377,-118.95918,
1354,Moving,2024-08-13 01:25:00+00:00,,37.645414,-118.960343,
1355,Moving,2024-08-13 01:27:00+00:00,,37.648556,-118.959804,
1356,Moving,2024-08-13 01:31:00+00:00,,37.64696,-118.958706,
1357,Moving,2024-08-13 01:38:00+00:00,,37.646893,-118.960217,
1358,Moving,2024-08-13 01:42:00+00:00,,37.645862,-118.966119,
1359,Moving,2024-08-13 01:44:00+00:00,,37.63467,-118.966509,
1360,Moving,2024-08-13 01:45:00+00:00,,37.630499,-118.964213,
1361,Moving,2024-08-13 01:46:00+00:00,,37.62897,-118.956976,
1362,Moving,2024-08-13 01:47:00+00:00,,37.628899,-118.946963,
1363,Moving,2024-08-13 01:48:00+00:00,,37.629069,-118.93788,
1364,Moving,2024-08-13 01:49:00+00:00,,37.629492,-118.937696,
1365,Moving,2024-08-13 01:50:00+00:00,,37.629646,-118.938272,
1366,Moving,2024-08-13 01:51:00+00:00,,37.629529,-118.938649,
1367,Moving,2024-08-13 01:54:00+00:00,,37.645767,-118.969785,
1368,Moving,2024-08-13 01:55:00+00:00,,37.629514,-118.93866,
1369,Moving,2024-08-13 01:56:00+00:00,,37.629696,-118.938534,
1370,Moving,2024-08-13 01:58:00+00:00,,37.629904,-118.936908,
1371,Moving,2024-08-13 01:59:00+00:00,,37.629767,-118.937193,
1372,Visit,2024-08-13 00:11:00+00:00,2024-08-13 00:21:33+00:00,37.629767,-118.937193,ChIJ6bBjwzEMloARPuReXP5fb68
1373,Visit,2024-08-13 00:21:33+00:00,2024-08-13 01:03:26+00:00,37.629767,-118.937193,ChIJuTQvSGwNloARcZgiu22LWio
1374,Visit,2024-08-13 01:14:17+00:00,2024-08-13 01:37:41+00:00,37.629767,-118.937193,ChIJIeQMSdMNloARJ_K8vlOPFT8
1375,Visit,2024-08-13 01:48:17+00:00,2024-08-13 13:50:52+00:00,37.629767,-118.937193,ChIJk_cpGrwOloARmqvBbjR5PNE
1376,Moving,2024-08-13 02:01:00+00:00,,37.629904,-118.936916,
1377,Moving,2024-08-13 02:04:00+00:00,,37.629775,-118.936943,
1378,Moving,2024-08-13 02:11:00+00:00,,37.629831,-118.937228,
1379,Moving,2024-08-13 02:19:00+00:00,,37.629831,-118.937228,
1380,Moving,2024-08-13 02:26:00+00:00,,37.629881,-118.93693,
1381,Moving,2024-08-13 02:39:00+00:00,,37.629904,-118.936922,
1382,Moving,2024-08-13 12:49:00+00:00,,37.639331,-118.984702,
1383,Moving,2024-08-13 12:55:00+00:00,,37.645767,-118.969785,
1384,Moving,2024-08-13 13:04:00+00:00,,37.629891,-118.936924,
1385,Moving,2024-08-13 13:51:00+00:00,,37.628889,-118.93899,
1386,Moving,2024-08-13 13:53:00+00:00,,37.628736,-118.947615,
1387,Moving,2024-08-13 13:54:00+00:00,,37.629198,-118.950972,
1388,Moving,2024-08-13 13:55:00+00:00,,37.628341,-118.955294,
1389,Moving,2024-08-13 13:56:00+00:00,,37.630731,-118.964555,
1390,Moving,2024-08-13 13:57:00+00:00,,37.634464,-118.966026,
1391,Moving,2024-08-13 14:00:00+00:00,,37.628395,-118.985904,
1392,Moving,2024-08-13 14:00:00+00:00,,37.628248,-118.9911,
1393,Moving,2024-08-13 14:01:00+00:00,,37.627007,-118.995262,
1394,Moving,2024-08-13 14:02:00+00:00,,37.623432,-118.994922,
1395,Moving,2024-08-13 14:03:00+00:00,,37.620974,-118.992138,
1396,Moving,2024-08-13 14:04:00+00:00,,37.61886,-118.993581,
1397,Moving,2024-08-13 14:04:00+00:00,,37.617775,-118.995417,
1398,Moving,2024-08-13 14:06:00+00:00,,37.615279,-119.002793,
1399,Moving,2024-08-13 14:07:00+00:00,,37.611928,-119.002605,
1400,Moving,2024-08-13 14:08:00+00:00,,37.608232,-119.000597,
1401,Moving,2024-08-13 14:08:00+00:00,,37.606253,-119.000592,
1402,Moving,2024-08-13 14:10:00+00:00,,37.612915,-119.01414,
1403,Moving,2024-08-13 14:12:00+00:00,,37.613526,-119.021172,
1404,Moving,2024-08-13 14:26:00+00:00,,37.61298,-119.022442,
1405,Moving,2024-08-13 14:35:00+00:00,,37.611736,-119.026784,
1406,Moving,2024-08-13 14:39:00+00:00,,37.609912,-119.027584,
1407,Moving,2024-08-13 14:53:00+00:00,,37.608456,-119.031551,
1408,Moving,2024-08-13 15:13:00+00:00,,37.606523,-119.030725,
1409,Moving,2024-08-13 15:21:00+00:00,,37.609012,-119.028977,
1410,Moving,2024-08-13 15:31:00+00:00,,37.611927,-119.026618,
1411,Moving,2024-08-13 15:36:00+00:00,,37.612536,-119.023929,
1412,Moving,2024-08-13 15:42:00+00:00,,37.612893,-119.021183,
1413,Moving,2024-08-13 15:52:00+00:00,,37.61328,-119.019749,
1414,Moving,2024-08-13 15:53:00+00:00,,37.612663,-119.013836,
1415,Moving,2024-08-13 15:55:00+00:00,,37.606079,-119.000734,
1416,Moving,2024-08-13 15:56:00+00:00,,37.616589,-119.002596,
1417,Moving,2024-08-13 15:57:00+00:00,,37.619658,-119.005318,
1418,Moving,2024-08-13 15:58:00+00:00,,37.625174,-119.005952,
1419,Moving,2024-08-13 16:00:00+00:00,,37.640607,-118.995021,
1420,Visit,2024-08-13 14:11:31+00:00,2024-08-13 14:25:48+00:00,37.640607,-118.995021,ChIJv4Ow8uoMloARChxkwb_HiJM
1421,Moving,2024-08-13 16:01:00+00:00,,37.647989,-118.984083,
1422,Moving,2024-08-13 16:02:00+00:00,,37.650799,-118.984726,
1423,Moving,2024-08-13 16:02:00+00:00,,37.653849,-118.988274,
1424,Moving,2024-08-13 16:03:00+00:00,,37.65615,-118.993547,
1425,Moving,2024-08-13 16:04:00+00:00,,37.66302,-118.987528,
1426,Moving,2024-08-13 16:06:00+00:00,,37.674704,-118.99069,
1427,Moving,2024-08-13 16:06:00+00:00,,37.673552,-118.997783,
1428,Moving,2024-08-13 16:07:00+00:00,,37.678252,-118.99706,
1429,Moving,2024-08-13 16:10:00+00:00,,37.700838,-118.976242,
1430,Moving,2024-08-13 16:12:00+00:00,,37.708999,-118.953218,
1431,Moving,2024-08-13 16:13:00+00:00,,37.71458,-118.954695,
1432,Moving,2024-08-13 16:16:00+00:00,,37.757339,-118.987111,
1433,Moving,2024-08-13 16:20:00+00:00,,37.796191,-119.040036,
1434,Moving,2024-08-13 16:21:00+00:00,,37.805634,-119.043293,
1435,Moving,2024-08-13 16:23:00+00:00,,37.831437,-119.068329,
1436,Moving,2024-08-13 16:24:00+00:00,,37.842311,-119.072038,
1437,Moving,2024-08-13 16:25:00+00:00,,37.862135,-119.086063,
1438,Moving,2024-08-13 16:30:00+00:00,,37.9484,-119.10704,
1439,Moving,2024-08-13 16:31:00+00:00,,37.951822,-119.117303,
1440,Moving,2024-08-13 16:37:00+00:00,,38.00211,-119.151364,
1441,Moving,2024-08-13 16:38:00+00:00,,38.017425,-119.156428,
1442,Moving,2024-08-13 16:44:00+00:00,,38.04317,-119.159494,
1443,Moving,2024-08-13 16:47:00+00:00,,38.068278,-119.169778,
1444,Moving,2024-08-13 16:48:00+00:00,,38.074116,-119.166588,
1445,Moving,2024-08-13 16:49:00+00:00,,38.08031,-119.159345,
1446,Moving,2024-08-13 16:49:00+00:00,,38.084029,-119.164424,
1447,Moving,2024-08-13 16:50:00+00:00,,38.077254,-119.170694,
1448,Moving,2024-08-13 16:51:00+00:00,,38.077914,-119.178625,
1449,Moving,2024-08-13 16:52:00+00:00,,38.087093,-119.181822,
1450,Moving,2024-08-13 16:53:00+00:00,,38.110855,-119.177623,
1451,Moving,2024-08-13 16:57:00+00:00,,38.178544,-119.1958,
1452,Moving,2024-08-13 17:00:00+00:00,,38.209608,-119.230376,
1453,Moving,2024-08-13 17:02:00+00:00,,38.252391,-119.222086,
1454,Moving,2024-08-13 17:03:00+00:00,,38.256166,-119.225771,
1455,Moving,2024-08-13 17:04:00+00:00,,38.255663,-119.230351,
1456,Moving,2024-08-13 17:06:00+00:00,,38.257356,-119.265767,
1457,Moving,2024-08-13 17:07:00+00:00,,38.261829,-119.275438,
1458,Moving,2024-08-13 17:09:00+00:00,,38.294036,-119.309755,
1459,Moving,2024-08-13 17:13:00+00:00,,38.342738,-119.323339,
1460,Moving,2024-08-13 17:13:00+00:00,,38.347511,-119.334695,
1461,Moving,2024-08-13 17:18:00+00:00,,38.354253,-119.42381,
1462,Moving,2024-08-13 17:28:00+00:00,,38.352591,-119.425369,
1463,Moving,2024-08-13 17:31:00+00:00,,38.343359,-119.439109,
1464,Moving,2024-08-13 17:32:00+00:00,,38.342529,-119.448058,
1465,Moving,2024-08-13 17:32:00+00:00,,38.343976,-119.451491,
1466,Moving,2024-08-13 17:33:00+00:00,,38.349865,-119.451121,
1467,Moving,2024-08-13 17:34:00+00:00,,38.357782,-119.444543,
1468,Moving,2024-08-13 17:34:00+00:00,,38.367562,-119.444003,
1469,Moving,2024-08-13 17:36:00+00:00,,38.38527,-119.453155,
1470,Moving,2024-08-13 17:37:00+00:00,,38.404435,-119.453178,
1471,Moving,2024-08-13 17:38:00+00:00,,38.418224,-119.448659,
1472,Moving,2024-08-13 17:43:00+00:00,,38.482717,-119.461807,
1473,Moving,2024-08-13 17:43:00+00:00,,38.488261,-119.456427,
1474,Moving,2024-08-13 17:44:00+00:00,,38.499166,-119.455752,
1475,Moving,2024-08-13 17:45:00+00:00,,38.508423,-119.4511,
1476,Moving,2024-08-13 17:45:00+00:00,,38.514356,-119.456402,
1477,Moving,2024-08-13 17:46:00+00:00,,38.512833,-119.466266,
1478,Moving,2024-08-13 17:47:00+00:00,,38.515903,-119.47815,
1479,Moving,2024-08-13 17:48:00+00:00,,38.522428,-119.486729,
1480,Moving,2024-08-13 17:53:00+00:00,,38.596135,-119.518545,
1481,Moving,2024-08-13 17:54:00+00:00,,38.61798,-119.519425,
1482,Moving,2024-08-13 17:56:00+00:00,,38.647692,-119.53018,
1483,Moving,2024-08-13 17:58:00+00:00,,38.669211,-119.547173,
1484,Moving,2024-08-13 18:03:00+00:00,,38.734033,-119.557742,
1485,Moving,2024-08-13 18:08:00+00:00,,38.771621,-119.581494,
1486,Moving,2024-08-13 18:14:00+00:00,,38.821673,-119.621599,
1487,Moving,2024-08-13 18:19:00+00:00,,38.834925,-119.631819,
1488,Moving,2024-08-13 18:21:00+00:00,,38.848513,-119.645343,
1489,Moving,2024-08-13 18:24:00+00:00,,38.869779,-119.680952,
1490,Moving,2024-08-13 18:28:00+00:00,,38.914396,-119.714227,
1491,Moving,2024-08-13 18:28:00+00:00,,38.915286,-119.716512,
1492,Moving,2024-08-13 18:30:00+00:00,,38.910545,-119.72436,
1493,Moving,2024-08-13 18:30:00+00:00,,38.910554,-119.732287,
1494,Moving,2024-08-13 18:31:00+00:00,,38.91418,-119.736194,
1495,Moving,2024-08-13 18:34:00+00:00,,38.91312,-119.756194,
1496,Moving,2024-08-13 18:34:00+00:00,,38.910733,-119.756853,
1497,Moving,2024-08-13 18:40:00+00:00,,38.910516,-119.825084,
1498,Moving,2024-08-13 18:41:00+00:00,,38.910665,-119.831251,
1499,Moving,2024-08-13 18:42:00+00:00,,38.926916,-119.838301,
1500,Moving,2024-08-13 18:43:00+00:00,,38.934294,-119.847406,
1501,Moving,2024-08-13 18:46:00+00:00,,38.961622,-119.846976,
1502,Moving,2024-08-13 18:47:00+00:00,,38.963847,-119.860932,
1503,Moving,2024-08-13 18:49:00+00:00,,38.971903,-119.854521,
1504,Moving,2024-08-13 18:49:00+00:00,,38.977177,-119.859807,
1505,Moving,2024-08-13 18:50:00+00:00,,38.978773,-119.855867,
1506,Moving,2024-08-13 18:51:00+00:00,,38.981629,-119.86401,
1507,Moving,2024-08-13 18:52:00+00:00,,38.974235,-119.873804,
1508,Moving,2024-08-13 18:53:00+00:00,,38.975947,-119.88172,
1509,Moving,2024-08-13 18:54:00+00:00,,38.978926,-119.887237,
1510,Moving,2024-08-13 18:55:00+00:00,,38.973338,-119.899,
1511,Moving,2024-08-13 18:56:00+00:00,,38.972545,-119.911007,
1512,Moving,2024-08-13 18:58:00+00:00,,38.967329,-119.922476,
1513,Moving,2024-08-13 18:59:00+00:00,,38.967897,-119.9357,
1514,Moving,2024-08-13 19:00:00+00:00,,38.973526,-119.935214,
1515,Moving,2024-08-13 19:01:00+00:00,,38.980564,-119.938102,
1516,Moving,2024-08-13 19:02:00+00:00,,38.983879,-119.942594,
1517,Moving,2024-08-13 19:02:00+00:00,,38.981912,-119.94671,
1518,Moving,2024-08-13 19:03:00+00:00,,38.981879,-119.951403,
1519,Moving,2024-08-13 19:05:00+00:00,,38.981725,-119.947886,
1520,Moving,2024-08-13 19:31:00+00:00,,38.981739,-119.947322,
1521,Moving,2024-08-13 19:32:00+00:00,,38.98379,-119.942896,
1522,Moving,2024-08-13 19:34:00+00:00,,38.978623,-119.936814,
1523,Moving,2024-08-13 19:35:00+00:00,,38.970231,-119.935177,
1524,Moving,2024-08-13 19:36:00+00:00,,38.966965,-119.936902,
1525,Moving,2024-08-13 19:37:00+00:00,,38.962149,-119.94597,
1526,Moving,2024-08-13 19:38:00+00:00,,38.960201,-119.944165,
1527,Moving,2024-08-13 19:39:00+00:00,,38.958,-119.944876,
1528,Visit,2024-08-13 19:04:30+00:00,2024-08-13 19:31:06+00:00,38.958,-119.944876,ChIJAXfSyO6amYARhSYciLHMA6k
1529,Visit,2024-08-13 19:38:38+00:00,2024-08-13 23:18:32+00:00,38.958,-119.944876,ChIJebzk_XWQmYARug0lXplW2h8
1530,Moving,2024-08-13 23:19:00+00:00,,38.957326,-119.945116,
1531,Moving,2024-08-13 23:23:00+00:00,,38.954138,-119.945831,
1532,Moving,2024-08-13 23:27:00+00:00,,38.945575,-119.967619,
1533,Moving,2024-08-13 23:28:00+00:00,,38.945027,-119.974679,
1534,Moving,2024-08-13 23:29:00+00:00,,38.942059,-119.977278,
1535,Moving,2024-08-13 23:29:00+00:00,,38.936815,-119.977305,
1536,Moving,2024-08-13 23:30:00+00:00,,38.930113,-119.980193,
1537,Moving,2024-08-13 23:34:00+00:00,,38.913755,-120.004345,
1538,Moving,2024-08-13 23:36:00+00:00,,38.92322,-120.02605,
1539,Moving,2024-08-13 23:38:00+00:00,,38.933216,-120.036239,
1540,Moving,2024-08-13 23:38:00+00:00,,38.934563,-120.042798,
1541,Moving,2024-08-13 23:42:00+00:00,,38.934404,-120.078274,
1542,Moving,2024-08-13 23:43:00+00:00,,38.946006,-120.077946,
1543,Moving,2024-08-13 23:44:00+00:00,,38.948879,-120.079712,
1544,Moving,2024-08-13 23:45:00+00:00,,38.949964,-120.087044,
1545,Moving,2024-08-13 23:48:00+00:00,,38.946201,-120.097965,
1546,Moving,2024-08-13 23:49:00+00:00,,38.946421,-120.104021,
1547,Moving,2024-08-13 23:49:00+00:00,,38.949207,-120.109596,
1548,Moving,2024-08-13 23:50:00+00:00,,38.951699,-120.11191,
1549,Moving,2024-08-14 00:05:00+00:00,,38.951955,-120.114206,
1550,Moving,2024-08-14 00:29:00+00:00,,38.950205,-120.115203,
1551,Moving,2024-08-14 00:37:00+00:00,,38.949215,-120.117413,
1552,Moving,2024-08-14 00:59:00+00:00,,38.948124,-120.119791,
1553,Moving,2024-08-14 01:03:00+00:00,,38.94623,-120.120154,
1554,Moving,2024-08-14 01:10:00+00:00,,38.94366,-120.120424,
1555,Moving,2024-08-14 01:16:00+00:00,,38.941229,-120.120707,
1556,Moving,2024-08-14 01:40:00+00:00,,38.944066,-120.120247,
1557,Moving,2024-08-14 01:46:00+00:00,,38.946451,-120.120152,
1558,Moving,2024-08-14 01:50:00+00:00,,38.948538,-120.119586,
1559,Moving,2024-08-14 02:04:00+00:00,,38.948952,-120.117165,
1560,Moving,2024-08-14 02:11:00+00:00,,38.950177,-120.115247,
1561,Moving,2024-08-14 02:18:00+00:00,,38.951954,-120.114578,
1562,Moving,2024-08-14 02:32:00+00:00,,38.952158,-120.112208,
1563,Moving,2024-08-14 02:35:00+00:00,,38.952179,-120.1122,
1564,Moving,2024-08-14 02:36:00+00:00,,38.948588,-120.109162,
1565,Moving,2024-08-14 02:37:00+00:00,,38.946274,-120.104009,
1566,Moving,2024-08-14 02:37:00+00:00,,38.94616,-120.098116,
1567,Moving,2024-08-14 02:39:00+00:00,,38.951272,-120.088018,
1568,Moving,2024-08-14 02:39:00+00:00,,38.95127,-120.084293,
1569,Moving,2024-08-14 02:40:00+00:00,,38.948844,-120.087965,
1570,Moving,2024-08-14 02:41:00+00:00,,38.947551,-120.077647,
1571,Moving,2024-08-14 02:43:00+00:00,,38.935978,-120.078414,
1572,Moving,2024-08-14 02:43:00+00:00,,38.933565,-120.07331,
1573,Moving,2024-08-14 02:44:00+00:00,,38.934454,-120.065952,
1574,Moving,2024-08-14 02:47:00+00:00,,38.933281,-120.037591,
1575,Moving,2024-08-14 02:47:00+00:00,,38.93016,-120.030877,
1576,Moving,2024-08-14 02:48:00+00:00,,38.924986,-120.028636,
1577,Moving,2024-08-14 02:50:00+00:00,,38.914503,-120.005695,
1578,Moving,2024-08-14 02:51:00+00:00,,38.914938,-120.001777,
1579,Moving,2024-08-14 02:54:00+00:00,,38.928428,-119.981667,
1580,Moving,2024-08-14 02:55:00+00:00,,38.934146,-119.977724,
1581,Moving,2024-08-14 02:57:00+00:00,,38.944375,-119.975942,
1582,Moving,2024-08-14 03:01:00+00:00,,38.953556,-119.946544,
1583,Moving,2024-08-14 03:03:00+00:00,,38.956774,-119.943688,
1584,Moving,2024-08-14 03:05:00+00:00,,38.957618,-119.944956,
1585,Moving,2024-08-14 03:37:00+00:00,,38.956567,-119.946537,
1586,Moving,2024-08-14 03:41:00+00:00,,38.958075,-119.947943,
1587,Moving,2024-08-14 03:46:00+00:00,,38.960609,-119.944491,
1588,Visit,2024-08-14 03:04:43+00:00,2024-08-14 03:34:06+00:00,38.960609,-119.944491,ChIJebzk_XWQmYARug0lXplW2h8
1589,Visit,2024-08-14 03:46:27+00:00,2024-08-14 04:23:29+00:00,38.960609,-119.944491,ChIJL9Zq0J2amYARtLwc1pVYaKY
1590,Moving,2024-08-14 04:23:00+00:00,,38.960301,-119.943981,
1591,Moving,2024-08-14 04:30:00+00:00,,38.952779,-119.947217,
1592,Moving,2024-08-14 04:38:00+00:00,,38.952832,-119.947393,
1593,Moving,2024-08-14 04:42:00+00:00,,38.957135,-119.944869,
1594,Moving,2024-08-14 05:10:00+00:00,,38.957924,-119.945026,
1595,Moving,2024-08-14 05:39:00+00:00,,38.957905,-119.945466,
1596,Moving,2024-08-14 05:43:00+00:00,,38.957907,-119.94549,
1597,Moving,2024-08-14 05:45:00+00:00,,38.957967,-119.945606,
1598,Moving,2024-08-14 05:47:00+00:00,,38.957965,-119.945661,
1599,Moving,2024-08-14 05:54:00+00:00,,38.957968,-119.94552,
1600,Moving,2024-08-14 05:57:00+00:00,,38.957968,-119.94552,
1601,Moving,2024-08-14 05:59:00+00:00,,38.95795,-119.945511,
1602,Visit,2024-08-14 04:29:42+00:00,2024-08-14 04:37:30+00:00,38.95795,-119.945511,ChIJMWKjeXSQmYARKzBpEJ1pUtU
1603,Visit,2024-08-14 04:42:14+00:00,2024-08-14 15:04:59+00:00,38.95795,-119.945511,ChIJebzk_XWQmYARug0lXplW2h8
1604,Moving,2024-08-14 06:05:00+00:00,,38.957929,-119.945434,
1605,Moving,2024-08-14 06:07:00+00:00,,38.957941,-119.945627,
1606,Moving,2024-08-14 06:20:00+00:00,,38.954702,-119.945686,
1607,Moving,2024-08-14 06:21:00+00:00,,38.957968,-119.945089,
1608,Moving,2024-08-14 15:05:00+00:00,,38.957325,-119.945093,
1609,Moving,2024-08-14 15:07:00+00:00,,38.958567,-119.950449,
1610,Moving,2024-08-14 15:17:00+00:00,,38.958916,-119.951205,
1611,Moving,2024-08-14 15:41:00+00:00,,38.963737,-119.951756,
1612,Moving,2024-08-14 15:49:00+00:00,,38.967228,-119.95225,
1613,Visit,2024-08-14 15:07:02+00:00,2024-08-14 15:16:42+00:00,38.967228,-119.95225,ChIJz27tiZ-amYARUgJHvRMubbg
1614,Moving,2024-08-14 16:01:00+00:00,,38.962938,-119.94963,
1615,Moving,2024-08-14 16:32:00+00:00,,38.982192,-119.954563,
1616,Moving,2024-08-14 17:10:00+00:00,,38.962976,-119.949287,
1617,Moving,2024-08-14 17:36:00+00:00,,38.959066,-119.950889,
1618,Moving,2024-08-14 17:57:00+00:00,,38.958362,-119.950054,
1619,Moving,2024-08-14 17:59:00+00:00,,38.956207,-119.945524,
1620,Visit,2024-08-14 17:35:33+00:00,2024-08-14 17:57:19+00:00,38.956207,-119.945524,ChIJz27tiZ-amYARUgJHvRMubbg
1621,Visit,2024-08-14 17:58:41+00:00,2024-08-14 18:07:19+00:00,38.956207,-119.945524,ChIJRV9f9HaQmYAReKR7x4Y3cTk
1622,Moving,2024-08-14 18:07:00+00:00,,38.95517,-119.944873,
1623,Moving,2024-08-14 18:08:00+00:00,,38.952517,-119.948824,
1624,Moving,2024-08-14 18:12:00+00:00,,38.93832,-119.954019,
1625,Moving,2024-08-14 18:14:00+00:00,,38.920914,-119.95665,
1626,Moving,2024-08-14 18:15:00+00:00,,38.915572,-119.961553,
1627,Moving,2024-08-14 18:16:00+00:00,,38.906715,-119.964593,
1628,Moving,2024-08-14 18:17:00+00:00,,38.901532,-119.969718,
1629,Moving,2024-08-14 18:18:00+00:00,,38.888598,-119.97763,
1630,Moving,2024-08-14 18:19:00+00:00,,38.883818,-119.986381,
1631,Moving,2024-08-14 18:21:00+00:00,,38.86356,-120.000536,
1632,Moving,2024-08-14 18:22:00+00:00,,38.859619,-120.011948,
1633,Moving,2024-08-14 18:24:00+00:00,,38.851165,-120.022378,
1634,Moving,2024-08-14 18:25:00+00:00,,38.84643,-120.019099,
1635,Moving,2024-08-14 18:27:00+00:00,,38.819495,-120.018506,
1636,Moving,2024-08-14 18:29:00+00:00,,38.803234,-120.009477,
1637,Moving,2024-08-14 18:29:00+00:00,,38.794506,-120.010671,
1638,Moving,2024-08-14 18:30:00+00:00,,38.786441,-120.007249,
1639,Moving,2024-08-14 18:31:00+00:00,,38.788692,-119.999848,
1640,Moving,2024-08-14 18:31:00+00:00,,38.794438,-119.993861,
1641,Moving,2024-08-14 18:32:00+00:00,,38.796802,-119.984358,
1642,Moving,2024-08-14 18:34:00+00:00,,38.792978,-119.953752,
1643,Moving,2024-08-14 18:35:00+00:00,,38.78729,-119.94423,
1644,Moving,2024-08-14 18:35:00+00:00,,38.791345,-119.932617,
1645,Moving,2024-08-14 18:36:00+00:00,,38.792192,-119.920971,
1646,Moving,2024-08-14 18:37:00+00:00,,38.77622,-119.917978,
1647,Moving,2024-08-14 18:38:00+00:00,,38.774521,-119.906039,
1648,Moving,2024-08-14 18:40:00+00:00,,38.777629,-119.885545,
1649,Moving,2024-08-14 18:40:00+00:00,,38.773562,-119.87629,
1650,Moving,2024-08-14 18:41:00+00:00,,38.766516,-119.868695,
1651,Moving,2024-08-14 18:42:00+00:00,,38.763948,-119.85753,
1652,Moving,2024-08-14 18:44:00+00:00,,38.77555,-119.823823,
1653,Moving,2024-08-14 18:45:00+00:00,,38.783494,-119.818388,
1654,Moving,2024-08-14 18:48:00+00:00,,38.808525,-119.779338,
1655,Moving,2024-08-14 18:53:00+00:00,,38.8797,-119.77903,
1656,Moving,2024-08-14 18:56:00+00:00,,38.910214,-119.779093,
1657,Moving,2024-08-14 18:58:00+00:00,,38.911637,-119.7561,
1658,Moving,2024-08-14 18:58:00+00:00,,38.914287,-119.752082,
1659,Moving,2024-08-14 19:00:00+00:00,,38.913792,-119.733427,
1660,Moving,2024-08-14 19:01:00+00:00,,38.910474,-119.730254,
1661,Moving,2024-08-14 19:02:00+00:00,,38.910586,-119.723416,
1662,Moving,2024-08-14 19:03:00+00:00,,38.915454,-119.716084,
1663,Moving,2024-08-14 19:09:00+00:00,,38.873703,-119.68394,
1664,Moving,2024-08-14 19:11:00+00:00,,38.853186,-119.657274,
1665,Moving,2024-08-14 19:12:00+00:00,,38.842118,-119.636961,
1666,Moving,2024-08-14 19:18:00+00:00,,38.814363,-119.614011,
1667,Moving,2024-08-14 19:23:00+00:00,,38.741725,-119.563202,
1668,Moving,2024-08-14 19:29:00+00:00,,38.72149,-119.55439,
1669,Moving,2024-08-14 19:35:00+00:00,,38.683064,-119.548486,
1670,Moving,2024-08-14 19:36:00+00:00,,38.670427,-119.548416,
1671,Moving,2024-08-14 19:39:00+00:00,,38.631816,-119.52357,
1672,Moving,2024-08-14 19:45:00+00:00,,38.563027,-119.506348,
1673,Moving,2024-08-14 19:49:00+00:00,,38.518778,-119.483184,
1674,Moving,2024-08-14 19:50:00+00:00,,38.512753,-119.467748,
1675,Moving,2024-08-14 19:51:00+00:00,,38.51406,-119.458108,
1676,Moving,2024-08-14 19:52:00+00:00,,38.510858,-119.450108,
1677,Moving,2024-08-14 19:56:00+00:00,,38.463294,-119.461803,
1678,Moving,2024-08-14 19:59:00+00:00,,38.42175,-119.447888,
1679,Moving,2024-08-14 20:02:00+00:00,,38.384259,-119.452903,
1680,Moving,2024-08-14 20:03:00+00:00,,38.365772,-119.44402,
1681,Moving,2024-08-14 20:04:00+00:00,,38.358172,-119.444321,
1682,Moving,2024-08-14 20:20:00+00:00,,38.346894,-119.4532,
1683,Moving,2024-08-14 20:20:00+00:00,,38.345016,-119.452712,
1684,Moving,2024-08-14 20:21:00+00:00,,38.343656,-119.451099,
1685,Moving,2024-08-14 20:22:00+00:00,,38.34259,-119.4453,
1686,Moving,2024-08-14 20:23:00+00:00,,38.344803,-119.435409,
1687,Moving,2024-08-14 20:25:00+00:00,,38.352943,-119.424951,
1688,Moving,2024-08-14 20:26:00+00:00,,38.354985,-119.418794,
1689,Moving,2024-08-14 20:31:00+00:00,,38.346066,-119.326974,
1690,Moving,2024-08-14 20:35:00+00:00,,38.288153,-119.305534,
